id_left,name_left,description_left,price_left,cluster_id_left,id_right,name_right,description_right,price_right,cluster_id_right,label,pair_id
abt_500,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,,736,buy_561,panasonic viera th-50pz80u 50 ' plasma tv,"50 ' atsc , ntsc 16:9 1920 x 1080 surround hdtv",1364.96,154,0,abt_500#buy_561
abt_865,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk 13.5 effective megapixels 4x zoom-nikkor lens 2.7 ' high-resolution wide-viewing angle lcd monitor optical lens shift vr image stabilization wired lan connectivity built-in gps unit wireless remote control in-camera red-eye fix d-lighting black finish,,1,buy_245,nikon en-el3e lithium ion digital camera battery 25334,nikon en-el3e rechargeable li-ion battery,34.24,408,0,abt_865#buy_245
abt_402,logitech blue v470 cordless laser mouse for notebooks 910000298,logitech blue v470 cordless laser mouse for notebooks 910000298 laser precision side-to-side scrolling plus zoom bluetooth wireless technology protective pouch battery life indicator blue finish,,835,buy_402,logitech mx air rechargeable cordless air mouse 931633-0403,laser usb,,321,0,abt_402#buy_402
abt_479,sony black cyber-shot digital camera dscw150b,sony dscw150 black cyber-shot digital camera dscw150b 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide black finish,,722,buy_654,canon powershot sd890 is digital camera 2566b001,"canon powershot sd890 is 10 megapixel , 5x optical zoom , 2.5 ' lcd , ua lens digital camera",198.0,596,0,abt_479#buy_654
abt_711,lg 30 ' white freestanding gas range lrg30357wh,lg 30 ' white freestanding gas range lrg30357wh 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,,152,buy_325,weber genesis s-320 3780001 60 ' freestanding gas grill,,,997,0,abt_711#buy_325
abt_134,linksys etherfast 4124 24-port ethernet switch ef4124,"linksys etherfast 4124 24-port ethernet switch ef4124 24 autosensing 10/100 full duplex , auto mdi/mdi-x ports up to 200mbps address learning , aging and data flow control compact size",119.0,92,buy_8,linksys etherfast ef4116 ethernet switch,16 x 10/100base-tx lan,,83,0,abt_134#buy_8
abt_9,panasonic 2-line integrated telephone kxtsc14w,panasonic 2-line integrated telephone kxtsc14w call waiting 50-station caller id voice mail message-waiting indicator speakerphone 3-line lcd display white finish,,780,buy_140,panasonic kx-tg6700b cordless telephone,panasonic kx-tg6700b 5.8 ghz 2-line fhss gigarange expandable digital cordless phone with answering system & call waiting caller id,106.14,1012,0,abt_9#buy_140
abt_651,mitsubishi 735 series 60 ' 1080p dlp rear projection black hdtv wd60735,mitsubishi 735 series 60 ' 1080p dlp rear projection black hdtv wd60735 1920 x 1080 full hd resolution xvcolor tru1080p processing plush1080p 4d video noise reduction 6-color processor 3d ready front usb input 3 rear hdmi 1.3 inputs black finish,,140,buy_884,mitsubishi wd-60735 60 ' projection tv,60 ' dlp hdtv ready,1288.0,140,1,abt_651#buy_884
abt_666,samsung 52 ' series 7 black flat panel lcd hdtv ln52a750,"samsung 52 ' series 7 black flat panel lcd hdtv ln52a750 1920 x 1080 full hd resolution 50,000:1 dynamic contrast ratio 4ms response time srs trusurround xt touch of color design auto motion plus 120hz ultra clear panel pre-loaded content black finish",,1010,buy_686,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,998,0,abt_666#buy_686
abt_1028,linksys etherfast 8-port 10/100 switch ezxs88w,linksys etherfast 8-port 10/100 switch ezxs88w 10/100 dual-speed per-port perfect for optimizing 10baset and 100basetx hardware on the same network speeds of up to 200mbps in full duplex operation eliminate bandwidth constraints and clear up bottlenecks,44.0,943,buy_9,linksys etherfast ef4124 ethernet switch,24 x 10/100base-tx lan,64.99,92,0,abt_1028#buy_9
abt_999,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t dect 6.0 digital technology ( 1.9 ghz frequency ) expandable up to 6 total handsets wifi friendly digital answering system 50 number caller id memory 100 number phonebook digital speakerphone on handset and base light-up indicator with ringer alert white backlit 3-line lcd black finish,179.0,149,buy_139,panasonic kx-tg4500b corded/cordless telephone,4 x phone line ( s ) black,,292,0,abt_999#buy_139
abt_249,weber 3758301 blue genesis ep-320 lp gas grill 3758301,"weber 3758301 blue genesis ep-320 lp gas grill 3758301 3 seamless stainless steel burners 42,000 btu-per-hour input crossover ignition system stainless steel flavorizer bars and grates cast aluminum end caps centermounted thermometer blue finish liquid propane model ( lp tank not included ) assembly required",749.0,807,buy_325,weber genesis s-320 3780001 60 ' freestanding gas grill,,,997,0,abt_249#buy_325
abt_946,canon powershot black 10 megapixel digital camera sx10is,canon powershot black 10 megapixel digital camera sx10is 20x optical zoom optical image stabilizer 10.0 megapixel 2.5 ' vari-angle lcd digic 4 image processor face detection self-timer intelligent contrast correction moviesnap mode print/share button black finish,,633,buy_574,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95,593,0,abt_946#buy_574
abt_1007,lg white xl load capacity electric dryer dle0442wh,lg white xl load capacity electric dryer dle0442wh 7.3 cu . ft. capacity sensor dry system 9 drying programs 5 temperature levels precise temperature control with a variable heat source drying rack upfront electronic control with dial-a-cycle porcelain top lodecibel quiet operation white finish,,30,buy_316,frigidaire electric dryer feq1442wh 5.8 cubic foot super capacity drum,,499.0,472,0,abt_1007#buy_316
abt_561,sony bravia home theater system davhdx275,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,,561,buy_734,samsung htx810t home theater system htx810t,samsung ht-x810 2.1 soundbar home theater system,580.14,574,0,abt_561#buy_734
abt_1060,canon eos rebel xsi silver digital slr camera xsireb1855s,canon eos rebel xsi silver digital slr camera xsireb1855s 12.2 megapixel digic iii image processor extensive noise reduction technology auto optimization 3.0 ' lcd monitor compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 silver finish,799.0,310,buy_844,sony cyber-shot dsc-w150 digital camera silver dscw150,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,129.99,79,0,abt_1060#buy_844
abt_789,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,29.99,464,buy_641,panasonic kx-tg9348t expandable digital cordless phone,1 x phone line ( s ) metallic black,,975,0,abt_789#buy_641
abt_1056,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1 swivel motion low profile virtual axis technology easy access to wires universal mounting brackets black finish,349.0,940,buy_46,sanus flat panel tv wall mount vmf,steel 50 lb,,436,0,abt_1056#buy_46
abt_280,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s expansion handset and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,39.0,952,buy_648,panasonic palmcorder sdr-h60 digital camcorder sdr-h60s,"panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical image stabilization , one-touch dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card",,501,0,abt_280#buy_648
abt_919,apple 8gb green 4th generation ipod nano mb745lla,"apple 8gb green 4th generation ipod nano mb745lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible green finish",149.0,945,buy_1010,apple 8gb ipod nano black ( 4th generation ) mb754ll/a,,146.75,302,0,abt_919#buy_1010
abt_1076,logitech cordless desktop wave keyboard and mouse combo 920000264,logitech cordless desktop wave keyboard and mouse combo 920000264 contoured wave-shaped key design cushioned contoured palm rest adjustable keyboard height comfortable design high-performance laser mouse instant media access programmable f-keys compatible with pc and mac black finish,79.0,626,buy_402,logitech mx air rechargeable cordless air mouse 931633-0403,laser usb,,321,0,abt_1076#buy_402
abt_794,speck clear 13 ' macbook see thru hard shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,992,buy_816,speck products seethru case for apple 15 ' macbook pro mb15-pnk-see-v2,plastic pink,,890,0,abt_794#buy_816
abt_170,sanus 15 ' 40 ' visionmount flat panel tv black wall mount mt25b1,sanus 15 ' 40 ' visionmount flat panel tv black wall mount mt25b1 solid heavy-gauge steel construction durable powder-coated finish virtual axis tilt adjustment system up to 100 lbs support black finish,99.99,141,buy_160,sanus visionmount tilting flat panel tv wall mount mt25-b1,steel 100 lb,,141,1,abt_170#buy_160
abt_757,panasonic viera 32 ' class widescreen lcd hdtv in black tc32lz800,panasonic viera 32 ' class widescreen lcd hdtv in black tc32lz800 ips high-definition lcd panel 10000:1 contrast ratio 178 ° wide viewing angle 6.7 ms response intelligent scene controller built-in sd card slot 3 hdmi inputs and dvi audio input simulated surround sound black finish,,907,buy_941,toshiba 26av502u 26 ' widescreen 720p lcd hdtv piano black,,,417,0,abt_757#buy_941
abt_313,alpine cd/mp3/wma / aac receiver cda9887,alpine cd/mp3/wma / aac receiver cda9887 50w x 4 high power amplifier 24-bit dac detachable face plate bluetooth ready rotary encoder knob 2 line biolite display steering wheel control ready imprint technology full speed connection for ipod iphone compatible,,457,buy_848,alpine cda-9886 car audio player cda9886,"cd-r , cd-rw cd-da , mp3 , wma , aac 4 200w fm , am",,794,0,abt_313#buy_848
abt_535,panasonic black dect 6.0 cordless telephone kxtg9333t,panasonic black dect 6.0 cordless telephone kxtg9333t 1 base and 2 handsets extended talk time reduced interference all-digital answering system up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability built-in clock with alarm digital speakerphone on handset black finish,,638,buy_636,panasonic kx-tg9342t cordless phone,"1 x phone line ( s ) black , metallic",,478,0,abt_535#buy_636
abt_312,lacie 1tb firewire 800/firewire 400/usb 2.0 external hard drive 301199u,lacie 1tb firewire 800/firewire 400/usb 2.0 external hard drive 301199u triple interface for universal connectivity on pc/mac built-in raid 0 for extreme firewire 800 speed 7200 rotational speed ( rpm ) thermo-regulated progressive quiet fan,,621,buy_430,lacie little disk hard drive 301278,lacie little disk 250gb usb 2.0 5400rpm portable external hard drive,79.99,361,0,abt_312#buy_430
abt_32,panasonic corded phone kxts3282b,panasonic corded phone kxts3282b 2 phone lines call waiting 50-station caller id speakerphone 3-line lcd display black finish,,957,buy_515,panasonic kx-tg4323b 5.8 ghz expandable digital cordless phone,1 x phone line ( s ) black,,519,0,abt_32#buy_515
abt_453,canon vixia high definition camcorder hv30,canon vixia high definition camcorder hv30 2.7 ' color widescreen lcd 10x hd video zoom lens 2.96 megapixel digic dv ii image processor 200x digital zoom built-in ultra video light minisd card slot built-in electronic lens cover,,914,buy_506,canon vixia hf100 high definition digital camcorder 2708b001,canon vixia hf100 high definition camcorder,529.0,468,0,abt_453#buy_506
abt_446,sony 7 ' digital photo frame in black dpfd70,sony 7 ' digital photo frame dpfd70 7 ' lcd with 800 x 480 resolution 15:9 aspect ratio 256mb internal memory supports most memory cards variety of display modes auto image rotation feature view mode button fast digital picture decoding handles large data files usb b-type connection remote control black finish,139.0,142,buy_907,sony dpfd70 digital photo frame,photo viewer 7 ' lcd,107.58,142,1,abt_446#buy_907
abt_370,nikon d300 digital slr digital camera d300body,"nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only",,565,buy_980,canon dc310 digital camcorder 2694b001,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",289.95,161,0,abt_370#buy_980
